Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_35_437.jpg;0;0;1;0;109.1175;165.6091;-0.0004753128;333.7629;-3.654822E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_35_496.jpg;0;0;0;0;109.1175;165.6091;-0.0005334014;333.7629;-1.637993E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_35_561.jpg;0;0;0;0;109.1175;165.6091;-0.0005559564;333.7629;-1.722737E-06
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_35_628.jpg;0;0;0;0;109.1175;165.6091;-0.0005618444;333.7629;1.123978E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_35_695.jpg;0;0;0;0;109.1175;165.6091;-0.0005452487;333.7629;2.680786E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_35_763.jpg;0;0;0;0;109.1175;165.6091;-0.0005170212;333.7629;3.602092E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_35_828.jpg;0;0;0;0;109.1175;165.6091;-0.0004758719;333.7629;4.398379E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_35_895.jpg;0;0;0;0;109.1175;165.6091;-0.0004047902;333.7629;5.218135E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_35_962.jpg;0;0;0;0;109.1175;165.6091;-0.0003420945;333.7629;5.67973E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_028.jpg;0;0;0;0;109.1175;165.6091;-0.0002723468;333.7629;5.941496E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_095.jpg;0;0;0;0;109.1175;165.6091;-0.0001725838;333.7629;6.058188E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_162.jpg;0;0;0;0;109.1175;165.6091;-9.469436E-05;333.7629;5.951816E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_228.jpg;0;0;0;0;109.1175;165.6091;-1.601153E-05;333.7629;5.770935E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_297.jpg;-4.071836;0;0;0;109.1175;165.6091;8.65469E-05;333.033;5.641543E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_363.jpg;-8.025656;0;0;0;109.1175;165.6091;0.000160464;331.7062;5.739308E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_429.jpg;-12.04003;0;0;0;109.1175;165.6091;0.0002283633;329.7787;6.107519E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_497.jpg;-15;0;0;0;109.1175;165.6091;0.0003100401;326.2923;7.660138E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_564.jpg;-15;0;0;0;109.1175;165.6091;0.0003650588;323.5923;9.074715E-05
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_631.jpg;-15;0.2027371;0;0;109.1182;165.6085;0.02264509;323.5741;-0.001941829
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_698.jpg;-15;0.401247;0;0.02169585;109.1197;165.6071;0.06384649;323.524;359.9922
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_764.jpg;-15;0.6020129;0;0.05571129;109.1231;165.6037;0.1628395;323.441;359.9794
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_832.jpg;-15;0.8045425;0;0.08153724;109.1302;165.5968;0.3498768;323.1329;359.9555
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_898.jpg;-15;1;0;0.1088513;109.1386;165.5892;0.5388307;322.8521;359.9602
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_36_964.jpg;-15;1;0;0.1795135;109.1488;165.5796;0.7448075;322.7727;359.969
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_37_031.jpg;-15;1;0;0.2267384;109.1664;165.5626;1.067393;322.5164;-0.004413681
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_37_099.jpg;-15;1;0;0.2857371;109.1816;165.5471;1.29637;322.1493;0.001959485
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_37_165.jpg;-15;0.8980474;0;0.3606298;109.1965;165.5314;1.301206;321.5995;0.001370553
/home/ashim/Desktop/udacity_ws/rover_record/IMG/robocam_2017_10_10_14_43_37_232.jpg;-15;0.6994059;0;0.4052693;109.2165;165.511;1.058202;321.1099;0.003088786
